1.183907e+00    -7.266760e-02
1.190827e+00    -6.537557e-02
1.196982e+00    -5.739152e-02
1.202306e+00    -4.878044e-02
1.206738e+00    -3.961504e-02
1.210229e+00    -2.997518e-02
1.212733e+00    -1.994550e-02
1.214218e+00    -9.617805e-03
1.214657e+00    9.125471e-04
1.214035e+00    1.154602e-02
1.212348e+00    2.217948e-02
1.209599e+00    3.270984e-02
1.205806e+00    4.302859e-02
1.200994e+00    5.303025e-02
1.195200e+00    6.261051e-02
1.188472e+00    7.166266e-02
1.180867e+00    8.008540e-02
1.172454e+00    8.778155e-02
1.163311e+00    9.465635e-02
1.153523e+00    1.006210e-01
1.143187e+00    1.055932e-01
1.132405e+00    1.094985e-01
1.121287e+00    1.122695e-01
1.109951e+00    1.138467e-01
1.098518e+00    1.141804e-01
1.087115e+00    1.132321e-01
1.075871e+00    1.109719e-01
1.064920e+00    1.073813e-01
1.054395e+00    1.024538e-01
1.044429e+00    9.619355e-02
1.035156e+00    8.861721e-02
1.026706e+00    7.975221e-02
1.019206e+00    6.963849e-02
1.012778e+00    5.832791e-02
1.007540e+00    4.588306e-02
1.003602e+00    3.237724e-02
1.001065e+00    1.789629e-02
1.000022e+00    2.534986e-03
1.000558e+00    -1.360297e-02
1.002743e+00    -3.040373e-02
1.006639e+00    -4.774570e-02
1.012292e+00    -6.549954e-02
1.019738e+00    -8.353055e-02
1.028998e+00    -1.016986e-01
1.040078e+00    -1.198578e-01
1.052970e+00    -1.378602e-01
1.067650e+00    -1.555562e-01
1.084081e+00    -1.727951e-01
1.102209e+00    -1.894248e-01
1.121966e+00    -2.052963e-01
1.143268e+00    -2.202642e-01
1.166019e+00    -2.341849e-01
1.190105e+00    -2.469200e-01
1.215403e+00    -2.583396e-01
1.241773e+00    -2.683198e-01
1.269067e+00    -2.767438e-01
1.297122e+00    -2.835077e-01
1.325768e+00    -2.885145e-01
1.354825e+00    -2.916801e-01
1.384104e+00    -2.929342e-01
1.413412e+00    -2.922165e-01
1.442548e+00    -2.894819e-01
1.471308e+00    -2.846986e-01
1.499487e+00    -2.778494e-01
1.526878e+00    -2.689332e-01
1.553274e+00    -2.579629e-01
1.578471e+00    -2.449661e-01
1.602267e+00    -2.299845e-01
1.624468e+00    -2.130777e-01
1.644883e+00    -1.943183e-01
1.663331e+00    -1.737916e-01
1.679641e+00    -1.515990e-01
1.693651e+00    -1.278549e-01
1.705212e+00    -1.026851e-01
1.714188e+00    -7.622719e-02
1.720458e+00    -4.862964e-02
1.723914e+00    -2.005160e-02
1.724468e+00    9.340644e-03
1.722046e+00    3.937304e-02
1.716593e+00    6.986320e-02
1.708073e+00    1.006263e-01
1.696468e+00    1.314729e-01
1.681779e+00    1.622105e-01
1.664026e+00    1.926464e-01
1.643249e+00    2.225888e-01
1.619508e+00    2.518463e-01
1.592880e+00    2.802312e-01
1.563462e+00    3.075612e-01
1.531368e+00    3.336585e-01
1.496730e+00    3.583544e-01
1.459697e+00    3.814876e-01
1.420433e+00    4.029059e-01
1.379116e+00    4.224688e-01
1.335939e+00    4.400468e-01
1.291106e+00    4.555249e-01
1.244834e+00    4.687995e-01
1.197347e+00    4.797822e-01
1.148878e+00    4.884017e-01
1.099666e+00    4.946005e-01
1.049957e+00    4.983360e-01
9.999990e-01    4.995835e-01
9.500407e-01    4.983354e-01
9.003320e-01    4.945999e-01
8.511207e-01    4.884019e-01
8.026516e-01    4.797822e-01
7.551643e-01    4.687989e-01
7.088918e-01    4.555240e-01
6.640595e-01    4.400462e-01
6.208826e-01    4.224682e-01
5.795658e-01    4.029050e-01
5.403016e-01    3.814870e-01
5.032685e-01    3.583537e-01
4.686308e-01    3.336577e-01
4.365369e-01    3.075600e-01
4.071188e-01    2.802299e-01
3.804910e-01    2.518450e-01
3.567498e-01    2.225876e-01
3.359734e-01    1.926456e-01
3.182207e-01    1.622096e-01
3.035315e-01    1.314718e-01
2.919264e-01    1.006253e-01
2.834065e-01    6.986201e-02
2.779540e-01    3.937155e-02
2.755322e-01    9.339899e-03
2.760860e-01    -2.005234e-02
2.795426e-01    -4.863083e-02
2.858121e-01    -7.622808e-02
2.947882e-01    -1.026860e-01
3.063493e-01    -1.278560e-01
3.203594e-01    -1.516002e-01
3.366694e-01    -1.737924e-01
3.551179e-01    -1.943186e-01
3.755331e-01    -2.130784e-01
3.977336e-01    -2.299851e-01
4.215301e-01    -2.449663e-01
4.467269e-01    -2.579635e-01
4.731228e-01    -2.689341e-01
5.005137e-01    -2.778500e-01
5.286928e-01    -2.846983e-01
5.574533e-01    -2.894819e-01
5.865892e-01    -2.922165e-01
6.158967e-01    -2.929342e-01
6.451761e-01    -2.916804e-01
6.742328e-01    -2.885142e-01
7.028789e-01    -2.835074e-01
7.309343e-01    -2.767441e-01
7.582277e-01    -2.683192e-01
7.845981e-01    -2.583393e-01
8.098956e-01    -2.469197e-01
8.339821e-01    -2.341837e-01
8.567323e-01    -2.202633e-01
8.780347e-01    -2.052963e-01
8.977916e-01    -1.894242e-01
9.159195e-01    -1.727942e-01
9.323504e-01    -1.555559e-01
9.470307e-01    -1.378599e-01
9.599224e-01    -1.198569e-01
9.710021e-01    -1.016974e-01
9.802619e-01    -8.352995e-02
9.877081e-01    -6.549895e-02
9.933617e-01    -4.774481e-02
9.972571e-01    -3.040314e-02
9.994423e-01    -1.360267e-02
9.999776e-01    2.535582e-03
9.989352e-01    1.789719e-02
9.963982e-01    3.237784e-02
9.924596e-01    4.588336e-02
9.872215e-01    5.832851e-02
9.807939e-01    6.963909e-02
9.732937e-01    7.975250e-02
9.648434e-01    8.861721e-02
9.555702e-01    9.619385e-02
9.456046e-01    1.024541e-01
9.350794e-01    1.073813e-01
9.241284e-01    1.109719e-01
9.128850e-01    1.132324e-01
9.014819e-01    1.141804e-01
8.900489e-01    1.138464e-01
8.787126e-01    1.122695e-01
8.675950e-01    1.094988e-01
8.568128e-01    1.055932e-01
8.464764e-01    1.006207e-01
8.366887e-01    9.465605e-02
8.275452e-01    8.778095e-02
8.191325e-01    8.008510e-02
8.115281e-01    7.166207e-02
8.048001e-01    6.260991e-02
7.990062e-01    5.303055e-02
7.941940e-01    4.302800e-02
7.904006e-01    3.270894e-02
7.876522e-01    2.217948e-02
7.859647e-01    1.154542e-02
7.853431e-01    9.122491e-04
7.857822e-01    -9.618104e-03
7.872667e-01    -1.994610e-02
7.897714e-01    -2.997518e-02
7.932618e-01    -3.961504e-02
7.976944e-01    -4.878074e-02
8.030179e-01    -5.739182e-02
8.091728e-01    -6.537616e-02
